calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,alcohol,ash,caffeine,theobromine,water
149,0.5,0.1,0.0,17.0,23.2,3.0,0.0,0.7,0.596,0.11,0.2,9.0,0.0,0.0,5.0,0.0,16.0,0.0,1.235,31.2,0.0,0.08,1.7,181.0,0.299,1.7,25.0,1.672,153.0,401.0,14.2,1.16,6.36,0.132,0.634,0.489,0.065,0.805,0.2,0.113,0.0,0.217,0.308,0.273,0.076,0.183,0.1,0.19,0.157,0.066,0.081,0.291,33.06,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.089,0.011,0.249,0.0,1.5,0.0,0.0,58.58
17,0.2,0.0,0.0,22.0,16.8,142.0,0.0,0.4,0.9,0.075,0.08,2167.0,108.0,0.0,1300.0,0.0,0.0,0.0,0.02,6.5,0.0,0.44,231.0,52.0,0.099,0.83,15.0,0.42,28.0,314.0,0.2,0.79,1.25,0.062,0.062,0.13,0.01,0.166,0.058,0.023,0.0,0.072,0.098,0.063,0.014,0.053,0.059,0.049,0.05,0.005,0.04,0.063,3.35,3.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.048,0.004,0.087,0.0,1.41,0.0,0.0,93.79
94,1.8,0.3,0.0,35.0,48.4,6.0,0.0,0.24,0.0,0.02,0.06,33.0,2.0,0.0,20.0,0.0,0.0,0.0,0.02,2.5,0.0,0.31,3.5,118.0,0.075,1.06,40.0,0.0,38.0,47.0,13.0,0.31,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96,0.2,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.259,0.4,1.017,0.0,1.24,0.0,0.0,77.5
16,0.2,0.0,0.0,80.0,6.1,36.0,0.0,0.32,0.246,0.057,0.021,449.0,22.0,0.0,270.0,0.0,283.0,0.0,0.074,3.1,0.0,0.27,29.3,40.0,0.035,0.2,11.0,0.103,24.0,260.0,0.4,0.13,0.69,0.023,0.02,0.117,0.004,0.09,0.021,0.012,0.0,0.021,0.032,0.027,0.005,0.02,0.018,0.02,0.02,0.009,0.009,0.027,2.97,1.6,1.34,0.37,0.48,0.4,0.0,0.0,0.08,0.17,0.042,0.032,0.079,0.0,0.75,0.0,0.0,95.43
278,2.1,0.4,24.0,505.0,0.0,88.0,66.0,3.443,0.671,0.235,0.536,109.0,33.0,0.0,0.0,0.0,0.0,0.16,0.087,0.6,0.0,0.0,0.0,13.0,0.09,3.98,25.0,0.41,84.0,68.0,30.6,0.77,10.6,0.353,0.394,0.481,0.231,3.548,0.37,0.231,0.0,0.411,0.748,0.261,0.19,0.523,1.189,0.528,0.306,0.125,0.308,0.461,53.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.421,0.42,0.642,0.0,1.6,0.0,0.0,32.7
342,1.3,0.2,0.0,17.0,28.1,27.0,0.0,5.114,1.045,0.115,0.232,9.0,0.0,0.0,5.0,0.0,220.0,0.0,0.342,0.0,0.0,0.06,1.9,35.0,0.335,2.46,164.0,3.048,300.0,410.0,2.3,1.93,12.29,0.436,0.575,0.63,0.285,3.878,0.495,0.285,0.0,0.455,0.83,0.339,0.19,0.58,1.275,0.58,0.354,0.19,0.358,0.554,75.87,12.5,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.232,0.173,0.541,0.0,1.51,0.0,0.0,9.0
61,0.4,0.1,0.0,3.0,0.0,23.0,0.0,0.295,0.233,0.018,0.006,6.0,0.0,0.0,2.0,3.0,27.0,0.0,0.067,32.9,0.0,0.16,3.5,17.0,0.036,0.14,9.0,0.084,19.0,172.0,0.0,0.06,0.71,0.038,0.019,0.075,0.007,0.132,0.028,0.009,0.0,0.019,0.028,0.038,0.007,0.019,0.019,0.028,0.019,0.007,0.009,0.019,15.21,6.4,8.2,2.95,0.0,2.32,0.0,0.0,2.93,0.42,0.104,0.056,0.136,0.0,0.38,0.0,0.0,83.28
378,4.2,0.7,0.0,5.0,0.0,85.0,0.0,4.72,0.848,0.29,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.0,0.0,0.05,0.9,8.0,0.75,3.01,114.0,1.632,285.0,195.0,2.7,1.68,11.02,0.986,0.382,0.726,0.212,2.396,0.287,0.236,0.0,0.465,1.4,0.212,0.221,0.58,0.877,0.644,0.353,0.119,0.34,0.578,72.85,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.723,0.773,2.134,0.0,3.25,0.0,0.0,8.67
263,21.0,7.2,70.0,1245.0,69.4,1.0,0.0,4.162,0.18,0.19,0.712,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.26,0.0,26.0,0.27,0.0,10.0,0.08,0.79,16.0,0.031,157.0,311.0,20.0,1.9,16.28,0.948,1.023,1.5,0.19,2.338,0.883,0.604,0.0,0.7,1.258,1.364,0.456,0.641,0.713,0.677,0.734,0.156,0.536,0.747,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68,7.181,9.581,2.47,0.0,3.85,0.0,0.0,57.35
884,100.0,8.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.2,69.9,17.4,0.0,0.0,0.0,0.0,0.0
884,100.0,9.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.1,22.8,63.3,0.0,0.0,0.0,0.0,0.0
79,0.2,0.0,0.0,3.0,0.0,0.0,0.0,0.9,0.0,0.04,0.02,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.081,69.0,0.0,0.0,0.0,21.0,0.073,0.48,10.0,0.084,23.0,250.0,0.0,0.05,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.51,0.0,0.0,77.86
884,100.0,7.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,71.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.365,63.276,28.142,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.1,0.0,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.02,3.6,10.0,0.0,8.0,63.0,0.7,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.14,0.0,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,26.0
40,0.1,0.0,0.0,4.0,6.1,19.0,0.0,0.116,0.123,0.027,0.046,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.12,7.4,0.0,0.02,0.4,23.0,0.039,0.21,10.0,0.129,29.0,146.0,0.5,0.17,1.1,0.021,0.104,0.091,0.004,0.258,0.025,0.014,0.0,0.014,0.025,0.039,0.002,0.025,0.012,0.021,0.021,0.014,0.014,0.021,9.34,1.7,4.24,1.29,0.0,1.97,0.0,0.0,0.99,0.1,0.042,0.013,0.017,0.0,0.35,0.0,0.0,89.11
409,9.7,2.7,0.0,375.0,22.5,20.0,0.0,0.478,0.588,0.1,0.411,7.0,0.0,0.0,4.0,0.0,61.0,0.0,0.073,39.1,0.0,0.98,8.7,444.0,0.187,2.7,82.0,1.748,244.0,333.0,14.8,1.15,5.55,0.278,0.42,0.515,0.179,1.198,0.305,0.131,0.002,0.216,0.432,0.242,0.107,0.287,0.311,0.282,0.164,0.105,0.208,0.307,74.72,8.3,30.56,0.0,0.0,0.0,0.0,0.0,0.0,9.72,2.721,2.447,3.319,0.0,2.26,1.0,9.0,7.74
16,0.6,0.1,0.0,318.0,9.2,4.0,0.0,1.37,0.0,0.03,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,0.15,0.2,30.0,0.051,0.21,1.0,0.0,30.0,86.0,0.7,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.133,0.108,0.245,0.0,0.97,0.0,0.0,96.0
900,100.0,28.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,27.7,56.7,11.0,0.0,0.0,0.0,0.0,0.2
259,3.3,0.6,0.0,603.0,14.6,110.0,59.0,3.805,0.44,0.335,0.434,7.0,0.0,0.0,4.0,1.0,54.0,0.0,0.075,0.4,0.0,0.33,1.2,73.0,0.186,2.83,40.0,0.824,125.0,166.0,30.9,1.14,8.5,0.299,0.325,0.442,0.173,2.603,0.302,0.182,0.0,0.319,0.579,0.233,0.139,0.411,0.909,0.417,0.255,0.096,0.213,0.379,48.3,5.8,3.85,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.626,1.311,0.799,0.0,2.5,0.0,0.0,37.3
150,1.8,0.0,0.0,12.0,0.0,24.0,0.0,0.3,1.172,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,13.0,0.0,0.0,0.0,110.0,0.234,1.15,32.0,1.094,165.0,340.0,0.9,1.15,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.92,0.0,0.0,60.0
30,0.2,0.0,0.0,2.0,5.1,8.0,0.0,0.2,0.217,0.02,0.03,50.0,2.0,0.0,30.0,0.0,0.0,0.0,0.043,29.1,0.0,0.22,0.6,33.0,0.065,0.6,6.0,0.008,18.0,102.0,0.4,0.11,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.002,0.0,0.0,0.0,0.0,0.003,0.0,0.0,10.54,2.8,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.022,0.019,0.055,0.0,0.3,0.0,0.0,88.26
224,10.0,1.5,0.0,217.0,7.2,29.0,25.0,0.2,0.114,0.033,0.061,140.0,10.0,0.0,64.0,25.0,15.0,0.0,0.023,0.9,0.0,0.94,3.3,8.0,0.053,0.5,6.0,0.152,22.0,125.0,1.3,0.09,1.9,0.069,0.066,0.132,0.035,0.538,0.064,0.037,0.0,0.067,0.122,0.064,0.035,0.081,0.178,0.095,0.057,0.022,0.052,0.086,32.9,0.8,16.23,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.508,4.241,3.749,0.0,0.8,0.0,0.0,54.4
57,0.1,0.0,0.0,1.0,5.1,7.0,0.0,0.161,0.049,0.026,0.012,25.0,1.0,1.0,14.0,2.0,44.0,0.0,0.029,4.3,0.0,0.12,4.4,9.0,0.082,0.18,7.0,0.048,12.0,116.0,0.1,0.1,0.36,0.014,0.01,0.105,0.002,0.03,0.013,0.002,0.0,0.011,0.019,0.017,0.002,0.011,0.021,0.015,0.011,0.002,0.002,0.017,15.23,3.1,9.75,6.42,0.0,2.6,0.0,0.0,0.71,0.14,0.022,0.084,0.094,0.0,0.32,0.0,0.0,83.96
46,0.3,0.0,0.0,0.0,1.9,5.0,0.0,0.417,0.135,0.026,0.028,345.0,17.0,0.0,190.0,35.0,73.0,0.0,0.029,9.5,0.0,0.26,6.4,6.0,0.057,0.17,7.0,0.052,16.0,157.0,0.0,0.1,0.7,0.028,0.009,0.352,0.002,0.035,0.009,0.009,0.0,0.014,0.015,0.016,0.008,0.014,0.027,0.023,0.01,0.009,0.008,0.016,11.42,1.4,9.92,3.07,0.14,5.07,0.0,0.08,1.57,0.28,0.017,0.134,0.044,0.0,0.37,0.0,0.0,87.23
111,2.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,19.0,0.0,230.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,15.0,1.06,2.2,32.0,0.155,52.0,131.0,0.0,0.43,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,6.2,14.1,0.5,0.0,1.1,0.0,0.0,12.5,2.0,0.245,0.0,0.0,0.0,0.4,0.0,0.0,71.4
43,0.2,0.0,0.0,78.0,6.0,109.0,0.0,0.334,0.155,0.04,0.031,33.0,2.0,0.0,20.0,0.0,0.0,0.0,0.067,4.9,0.0,0.04,0.2,16.0,0.075,0.8,23.0,0.329,40.0,325.0,0.7,0.35,1.61,0.06,0.042,0.116,0.019,0.428,0.031,0.021,0.0,0.048,0.068,0.058,0.018,0.046,0.042,0.059,0.047,0.019,0.038,0.056,9.56,2.8,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.027,0.032,0.06,0.0,1.08,0.0,0.0,87.58
287,6.0,1.6,51.0,380.0,84.3,105.0,35.0,4.848,0.282,0.436,0.438,211.0,63.0,0.0,0.0,0.0,45.0,0.1,0.064,0.0,16.0,0.26,0.9,93.0,0.162,3.04,19.0,0.5,106.0,115.0,30.1,0.79,9.5,0.356,0.385,0.522,0.208,2.856,0.336,0.21,0.0,0.394,0.692,0.311,0.189,0.475,0.947,0.501,0.306,0.112,0.292,0.443,47.8,2.3,1.78,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.593,2.302,1.106,0.0,1.8,0.0,0.0,34.7
343,3.4,0.7,0.0,1.0,0.0,30.0,0.0,7.02,1.233,0.425,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,18.0,1.1,2.2,231.0,1.3,347.0,460.0,8.3,2.4,13.25,0.748,0.982,1.133,0.229,2.046,1.031,0.309,0.0,0.498,0.832,0.672,0.172,0.52,0.507,0.685,0.506,0.192,0.241,0.678,71.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.741,1.04,1.039,0.0,2.1,0.0,0.0,9.75
884,100.0,49.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94,8.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.3,37.0,9.3,0.0,0.0,0.0,0.0,0.0
882,100.0,33.0,100.0,0.0,122.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,33.2,49.3,12.9,0.0,0.0,0.0,0.0,0.2
336,2.1,0.4,0.0,5.0,0.0,73.0,0.0,1.43,1.323,0.134,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.9,0.0,37.0,0.457,2.57,130.0,3.21,358.0,332.0,0.0,3.45,13.05,0.486,0.671,0.785,0.275,4.006,0.559,0.311,0.0,0.479,0.911,0.365,0.204,0.638,1.184,0.593,0.405,0.157,0.383,0.609,72.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.366,0.211,0.913,0.0,2.23,0.0,0.0,10.51
338,1.6,0.2,0.0,2.0,30.4,38.0,0.0,4.27,1.456,0.251,0.316,11.0,1.0,0.0,7.0,0.0,210.0,0.0,0.294,0.0,0.0,0.85,5.9,24.0,0.367,2.63,110.0,2.577,332.0,510.0,13.9,2.65,10.34,0.405,0.454,0.56,0.0,2.294,0.416,0.189,0.0,0.208,0.563,0.286,0.153,0.435,0.804,0.458,0.289,0.108,0.2,0.317,75.86,15.1,0.98,0.11,0.0,0.16,0.0,0.0,0.71,1.63,0.197,0.208,0.767,0.0,1.57,0.0,0.0,10.6
22,0.7,0.0,0.0,4.0,0.0,13.0,0.0,0.5,0.041,0.1,0.04,4000.0,200.0,0.0,0.0,0.0,0.0,0.0,0.122,48.0,0.0,0.0,0.0,44.0,0.131,2.4,103.0,0.349,63.0,390.0,0.9,0.2,2.0,0.132,0.108,0.181,0.0,0.216,0.114,0.054,0.0,0.102,0.167,0.115,0.035,0.114,0.116,0.077,0.094,0.0,0.083,0.133,3.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.1,0.0,0.0,93.0
49,0.9,0.1,0.0,38.0,0.8,141.0,0.0,1.0,0.091,0.13,0.11,9990.0,500.0,54.0,5927.0,81.0,8198.0,0.0,0.271,120.0,0.0,1.54,704.8,150.0,1.499,1.47,47.0,0.659,92.0,491.0,0.9,0.56,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,3.6,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.091,0.052,0.338,0.0,2.01,0.0,0.0,84.04
33,0.2,0.0,0.0,7.0,12.3,60.0,0.0,1.0,0.245,0.06,0.2,716.0,36.0,27.0,416.0,0.0,280.0,0.0,0.215,23.0,0.0,0.27,31.3,82.0,0.109,0.62,57.0,0.788,61.0,299.0,0.7,0.58,1.93,0.073,0.084,0.145,0.019,0.271,0.044,0.031,0.0,0.069,0.105,0.081,0.021,0.065,0.045,0.044,0.065,0.017,0.087,0.091,7.45,3.2,1.48,0.57,0.0,0.32,0.0,0.0,0.6,0.19,0.026,0.017,0.027,0.0,0.86,0.0,0.0,89.58
112,0.2,0.0,0.0,11.0,17.3,22.0,0.0,0.6,0.303,0.025,0.095,76.0,4.0,0.0,35.0,20.0,0.0,0.0,0.283,4.5,0.0,2.38,1.0,43.0,0.172,0.55,33.0,0.383,84.0,591.0,0.7,0.23,1.5,0.073,0.103,0.192,0.032,0.174,0.074,0.034,0.0,0.054,0.111,0.067,0.02,0.082,0.06,0.092,0.069,0.023,0.055,0.082,26.46,4.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.041,0.016,0.083,0.0,1.2,0.0,0.0,70.64
74,0.3,0.1,0.0,1.0,4.7,6.0,0.0,0.4,0.3,0.05,0.06,142.0,7.0,0.0,85.0,0.0,9.0,0.0,0.113,2.0,0.0,0.11,4.7,35.0,0.07,0.37,17.0,0.128,14.0,232.0,0.2,0.15,0.75,0.045,0.017,0.176,0.012,0.072,0.025,0.011,0.0,0.023,0.033,0.03,0.006,0.018,0.049,0.037,0.024,0.006,0.032,0.028,19.18,2.9,16.26,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.066,0.144,0.0,0.66,0.0,0.0,79.11
109,2.3,0.7,57.0,82.0,0.0,5.0,0.0,3.75,0.0,0.49,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,13.0,0.256,2.83,0.0,0.038,180.0,385.0,8.8,4.0,20.6,0.0,1.512,0.0,0.245,0.0,0.0,0.429,0.0,1.042,1.716,1.532,0.552,0.715,0.0,0.0,0.981,0.306,0.633,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.71,1.03,0.17,0.0,1.11,0.0,0.0,75.84
290,0.1,0.0,0.0,37.0,13.3,0.0,0.0,0.93,0.804,0.002,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,205.0,0.487,4.72,242.0,1.53,31.0,1464.0,17.8,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73,0.0,74.72,12.79,0.0,11.92,0.0,0.0,29.4,0.1,0.018,0.032,0.05,0.0,3.3,0.0,0.0,21.87
426,9.7,2.5,8.0,227.0,10.7,87.0,67.0,1.319,0.537,0.239,0.208,58.0,16.0,0.0,4.0,1.0,16.0,0.0,0.082,5.3,0.0,2.44,0.9,20.0,0.145,0.6,14.0,0.0,55.0,305.0,28.7,0.54,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,2.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.525,4.244,2.073,0.0,1.5,0.0,0.0,4.5
118,0.2,0.0,0.0,9.0,16.5,23.0,0.0,0.552,0.314,0.032,0.112,138.0,7.0,0.0,83.0,0.0,0.0,0.0,0.293,17.1,0.0,0.35,2.3,17.0,0.178,0.54,21.0,0.397,55.0,816.0,0.7,0.24,1.53,0.063,0.127,0.155,0.019,0.181,0.053,0.034,0.0,0.052,0.096,0.059,0.021,0.071,0.054,0.081,0.054,0.012,0.04,0.062,27.88,4.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.037,0.006,0.076,0.0,0.82,0.0,0.0,69.6
884,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.62,35.11,40.87,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,30.0,10.3,2.0,0.0,0.036,0.197,0.026,0.001,5.0,0.0,0.0,3.0,0.0,22.0,0.0,0.02,0.9,0.0,0.0,0.3,7.0,0.011,0.19,6.0,0.132,6.0,54.0,0.4,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.95,1.0,51.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.005,0.001,0.004,0.0,0.12,0.0,0.0,29.77
88,4.2,2.6,59.0,54.0,52.2,1.0,0.0,0.105,0.417,0.19,0.034,206.0,59.0,0.0,7.0,0.0,54.0,0.45,0.05,1.5,49.0,0.21,0.3,130.0,0.013,0.2,19.0,0.005,109.0,165.0,4.2,0.46,4.55,0.199,0.191,0.4,0.057,0.775,0.128,0.108,0.0,0.237,0.383,0.257,0.12,0.225,0.349,0.241,0.201,0.085,0.199,0.289,8.05,0.0,8.05,0.04,0.04,0.07,7.84,0.04,0.04,4.19,2.591,1.302,0.198,0.0,0.67,0.0,0.0,82.54
101,0.1,0.0,0.0,907.0,12.5,9.0,0.0,1.434,0.047,0.166,0.011,527.0,26.0,0.0,316.0,0.0,161.0,0.0,0.158,4.1,0.0,1.46,3.0,15.0,0.085,0.35,13.0,0.084,26.0,281.0,0.7,0.17,1.04,0.033,0.016,0.133,0.005,0.349,0.016,0.013,0.0,0.014,0.021,0.023,0.005,0.021,0.012,0.021,0.019,0.005,0.009,0.014,27.4,0.3,21.27,8.72,0.0,10.25,0.0,0.0,2.3,0.1,0.014,0.015,0.041,0.0,2.94,0.0,0.0,68.51
192,11.0,2.5,0.0,9.0,0.0,24.0,0.0,2.64,0.278,0.358,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.215,0.0,0.0,0.0,0.0,111.0,0.56,2.7,81.0,1.3,266.0,412.0,0.0,1.14,20.29,0.96,1.252,1.995,0.193,3.292,0.754,0.466,0.0,0.88,1.43,0.908,0.175,0.893,1.03,1.019,0.796,0.194,0.664,0.92,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,2.539,3.205,4.3,0.0,1.62,0.0,0.0,59.65
292,11.0,2.0,0.0,3390.0,2.3,10.0,0.0,0.16,0.0,0.07,0.05,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.05,0.0,0.0,3.44,3.1,41.0,0.055,0.5,21.0,0.137,26.0,182.0,2.2,0.61,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.13,6.1,13.2,2.3,0.0,2.5,0.0,0.0,8.4,10.9,2.031,4.41,3.627,0.0,9.04,0.0,0.0,31.7
304,0.0,0.0,0.0,4.0,2.2,2.0,0.0,0.121,0.068,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.5,0.0,0.0,0.0,6.0,0.036,0.42,2.0,0.08,4.0,52.0,0.8,0.22,0.3,0.006,0.005,0.027,0.003,0.018,0.007,0.001,0.0,0.008,0.01,0.008,0.001,0.011,0.09,0.006,0.004,0.004,0.008,0.009,82.4,0.2,82.12,40.94,3.1,35.75,0.0,1.44,0.89,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,17.1
